Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Ilia Gruev,bg BUL,MF,25-165,4,194.0,49.0,30.8,2.2,2,90.0,2,2,7.0,3,1.75,1.0,5.0,-4.0,-1.86,-1.86,1.9,3.6,-1.6,-0.76,-1.05,Matches
Ao Tanaka,jp JPN,MF,27-038,5,182.0,36.0,28.9,2.0,2,73.0,0,3,12.0,1,1.4,1.0,5.0,-4.0,-1.98,-1.98,2.5,2.9,-0.4,-0.2,-0.22,Matches
Joël Piroe,nl NED,"FW,MF",26-077,3,146.0,49.0,23.2,1.6,2,67.0,0,1,12.0,3,1.0,0.0,4.0,-4.0,-2.47,-2.47,1.3,2.0,-0.6,-0.39,-0.46,Matches
Lukas Nmecha,de GER,FW,26-308,7,151.0,22.0,24.0,1.7,1,69.0,0,6,14.0,0,1.14,1.0,3.0,-2.0,-1.19,-0.82,2.0,2.9,-0.9,-0.56,-0.68,Matches
Jack Harrison,eng ENG,"FW,DF",28-332,6,135.0,23.0,21.4,1.5,0,,0,6,23.0,1,1.33,1.0,2.0,-1.0,-0.67,-0.12,1.8,2.2,-0.5,-0.32,-0.35,Matches
James Justin,eng ENG,DF,27-237,3,21.0,7.0,3.3,0.2,0,,0,3,7.0,2,1.33,0.0,0.0,0.0,0.0,0.59,0.3,0.3,0.0,-0.09,-0.05,Matches
Sam Byram,eng ENG,DF,32-032,1,8.0,8.0,1.3,0.1,0,,0,1,8.0,1,0.0,0.0,1.0,-1.0,-11.25,-10.82,0.0,0.8,-0.8,-8.87,-8.94,Matches
Jaka Bijol,si SVN,"DF,MF",26-255,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Sebastiaan Bornauw,be BEL,DF,26-210,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Harry Gray,eng ENG,FW,17-010,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Illan Meslier,fr FRA,GK,25-230,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Largie Ramazani,be BEL,"FW,MF",24-233,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.0,7,630.0,90.0,100.0,7.0,77,84.0,47,31,16.0,32,1.14,7.0,11.0,-4.0,-0.57,,7.6,7.9,-0.3,-0.04,,
Opponent Total,,,26.6,7,630.0,90.0,100.0,7.0,77,84.0,47,30,25.0,33,1.57,11.0,7.0,4.0,0.57,,7.9,7.6,0.3,0.04,,
