Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Ao Tanaka,jp JPN,MF,27-038,5,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches
Joël Piroe,nl NED,"FW,MF",26-077,3,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches
Lukas Nmecha,de GER,FW,26-308,7,1,151.0,1.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.0,0.2,1.0,1.0,8.0,0.6,0.0,0.6,0.0,0.0,0.54,0.0,0.54,0.11,0.11,Matches
Jack Harrison,eng ENG,"FW,DF",28-332,6,0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
James Justin,eng ENG,DF,27-237,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sam Byram,eng ENG,DF,32-032,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaka Bijol,si SVN,"DF,MF",26-255,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sebastiaan Bornauw,be BEL,DF,26-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harry Gray,eng ENG,FW,17-010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Illan Meslier,fr FRA,GK,25-230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Largie Ramazani,be BEL,"FW,MF",24-233,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.0,7,77,630.0,7.0,7.0,2.0,9.0,6.0,1.0,1.0,10.0,0.0,7.6,6.9,4.8,11.7,96.0,207.0,203.0,1.0,0.29,1.29,0.86,1.14,1.09,0.69,1.77,0.99,1.67,
Opponent Total,,,26.6,7,77,630.0,7.0,10.0,7.0,17.0,9.0,1.0,1.0,10.0,0.0,7.9,7.1,5.0,12.1,116.0,286.0,283.0,1.43,1.0,2.43,1.29,2.29,1.13,0.72,1.84,1.01,1.73,
