Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Liam Delap,eng ENG,FW,22-252,3,2,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Andrey Santos,br BRA,MF,21-168,5,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,4.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,Matches
Alejandro Garnacho,ar ARG,FW,21-109,2,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.15,0.05,0.15,Matches
Benoît Badiashile,fr FRA,DF,24-206,2,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Buonanotte,ar ARG,MF,20-299,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Matches
Tyrique George,eng ENG,FW,19-256,3,0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Filip Jørgensen,dk DEN,GK,23-185,1,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roméo Lavia,be BEL,MF,21-285,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marc Guiu,es ESP,FW,19-287,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Landon Emenalo,eng ENG,MF,17-273,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dario Essugo,pt POR,MF,20-218,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gaga Slonina,us USA,GK,21-156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.4,7,77,630.0,7.0,13.0,9.0,22.0,12.0,1.0,1.0,15.0,2.0,10.9,10.1,7.6,17.7,141.0,278.0,275.0,1.86,1.29,3.14,1.71,3.0,1.56,1.08,2.64,1.44,2.53,
Opponent Total,,,26.9,7,77,630.0,7.0,9.0,9.0,18.0,9.0,0.0,0.0,17.0,1.0,9.7,9.7,8.6,18.3,106.0,218.0,215.0,1.29,1.29,2.57,1.29,2.57,1.38,1.22,2.61,1.38,2.61,
