Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Jacob Murphy,eng ENG,"FW,MF",30-236,6,4,311.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.9,2.3,7.0,9.0,41.0,0.0,0.29,0.29,0.0,0.29,0.41,0.26,0.67,0.41,0.67,Matches
Nick Woltemade,de GER,FW,23-246,4,4,302.0,3.4,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.9,1.1,0.2,1.3,2.0,5.0,16.0,0.89,0.0,0.89,0.6,0.6,0.58,0.05,0.63,0.34,0.39,Matches
Anthony Gordon,eng ENG,FW,24-236,4,4,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.1,1.4,8.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.42,0.04,0.46,0.42,0.46,Matches
Anthony Elanga,se SWE,"FW,MF",23-174,7,3,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,14.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,Matches
Harvey Barnes,eng ENG,"FW,MF",27-313,7,3,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,14.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,0.44,0.25,0.44,Matches
Malick Thiaw,de GER,DF,24-071,4,3,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.8,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.28,0.18,0.28,Matches
Lewis Miley,eng ENG,MF,19-170,5,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
William Osula,dk DEN,FW,22-075,7,1,164.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,2.0,10.0,0.55,0.0,0.55,0.55,0.55,0.22,0.04,0.26,0.22,0.26,Matches
Lewis Hall,eng ENG,DF,21-040,3,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Joe Willock,eng ENG,MF,26-059,2,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Jacob Ramsey,eng ENG,MF,24-143,2,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.46,0.04,0.46,Matches
Jamaal Lascelles,eng ENG,DF,31-341,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
Emil Krafth,se SWE,DF,31-077,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Aaron Ramsdale,eng ENG,GK,27-157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Park Seungsoo,kr KOR,MF,18-215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.0,7,77,630.0,7.0,6.0,4.0,10.0,5.0,1.0,1.0,8.0,1.0,8.4,7.6,6.5,14.1,111.0,301.0,296.0,0.86,0.57,1.43,0.71,1.29,1.2,0.93,2.13,1.09,2.02,
Opponent Total,,,26.7,7,77,630.0,7.0,5.0,5.0,10.0,5.0,0.0,0.0,16.0,1.0,4.7,4.7,3.9,8.7,91.0,249.0,245.0,0.71,0.71,1.43,0.71,1.43,0.68,0.56,1.24,0.68,1.24,
