Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Ryan Christie,sct SCO,MF,30-238,5,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches
Amine Adli,ma MAR,"FW,MF",25-161,5,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,3.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches
Veljko Milosavljević,rs SRB,DF,18-112,2,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Ben Gannon-Doak,sct SCO,FW,19-341,2,0,31.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,0.0,4.0,0.0,2.9,2.9,0.0,2.9,0.25,1.67,1.92,0.25,1.92,Matches
Eli Junior Kroupi,fr FRA,"FW,MF",19-117,4,0,24.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,1.0,3.75,0.0,3.75,3.75,3.75,0.77,0.0,0.77,0.77,0.77,Matches
Hamed Junior Traorè,ci CIV,MF,25-244,1,0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,0.0,1.1,1.1,0.0,1.1,Matches
Ben Winterburn,eng ENG,MF,21-044,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lewis Cook,eng ENG,MF,28-257,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julio Soler,ar ARG,FW,20-244,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julian Araujo,mx MEX,DF,24-066,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Philip Billing,dk DEN,MF,29-129,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Will Dennis,eng ENG,GK,25-100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Romain Faivre,fr FRA,"FW,MF",27-096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Remy Rees-Dottin,eng ENG,FW,19-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.9,7,77,630.0,7.0,11.0,9.0,20.0,10.0,1.0,1.0,16.0,0.0,8.4,7.6,6.1,13.7,123.0,267.0,265.0,1.57,1.29,2.86,1.43,2.71,1.19,0.87,2.07,1.08,1.95,
Opponent Total,,,27.2,7,77,630.0,7.0,8.0,6.0,14.0,8.0,0.0,0.0,15.0,1.0,6.3,6.3,5.4,11.7,108.0,230.0,226.0,1.14,0.86,2.0,1.14,2.0,0.91,0.76,1.67,0.91,1.67,
