player,elo
Elfrid Payton,1471.7239002121291
Brandon Boston Jr.,1471.600143141051
R.J. Hampton,1471.188247344597
Jeremiah Robinson-Earl,1470.9733906574108
Josh Christopher,1470.7328371531364
Darius Bazley,1469.8916384926506
Johnny Juzang,1469.7955982968037
Devin Vassell,1469.5254012872815
Jamal Shead,1469.1161185875587
Bryce McGowens,1468.6152550588665
Isaiah Stewart,1468.5437445166854
Garrison Mathews,1468.4748016438737
Vasilije Micić,1468.1488238447043
GG Jackson II,1468.0257981315804
Kevin Porter Jr.,1467.6762660087354
KJ Simpson,1467.4314636065128
Cedi Osman,1467.0259456512651
Blake Wesley,1466.4075181455519
Julian Strawther,1466.073731277327
Jalen Green,1465.0388152617975
Brice Sensabaugh,1464.7074451001101
Tidjane Salaün,1464.6158571976266
Jeff Green,1463.691363159045
Jalen Wilson,1463.641398000638
DaQuan Jeffries,1463.3670791982483
Jabari Smith Jr.,1462.7975338017784
Brandon Miller,1461.13616925837
Kyshawn George,1459.6728621668683
Gabe Vincent,1458.973488738725
Théo Maledon,1458.1262677828008
Cam Reddish,1455.6998973755344
Jeremy Sochan,1455.4709910465522
Scoot Henderson,1454.7098368529578
Ayo Dosunmu,1454.024782377774
Kelly Oubre Jr.,1453.1408144683833
Jordan Hawkins,1452.6512177609663
Yves Missi,1452.2005987421528
Cody Williams,1452.034706150852
Alex Sarr,1451.955534008263
Ochai Agbaji,1451.3547422144054
Lonnie Walker IV,1448.7598090229494
RJ Barrett,1447.6102873734753
Keldon Johnson,1445.5773481101314
Nick Richards,1444.5936474067282
Malaki Branham,1444.3906077731206
Keon Johnson,1443.49627311554
Isaiah Collier,1442.9560009137424
KJ Martin,1442.3195462413914
Jordan Poole,1441.3825018599875
Josh Green,1439.3063374214644
Patrick Williams,1439.1597752906125
Ziaire Williams,1436.0239269847136
Nick Smith Jr.,1435.8315369213724
Gradey Dick,1435.458616545972
Keyonte George,1430.2672409948095
Bilal Coulibaly,1419.9020420442826
Kyle Kuzma,1417.3656639316312
Bub Carrington,1415.8585194698262
Anthony Davis,
LeBron James,
Kawhi Leonard,
Fred VanVleet,
Pascal Siakam,
OG Anunoby,
Norman Powell,
Karl-Anthony Towns,
Robert Covington,
Josh Okogie,
Taurean Prince,
DeAndre Jordan,
Wendell Carter Jr.,
Malik Monk,
Nicolas Batum,
Rui Hachimura,
Ish Smith,
Delon Wright,
Bruce Brown,
Reggie Jackson,
Luke Kennard,
Domantas Sabonis,
T.J. Warren,
T.J. McConnell,
Jaren Jackson Jr.,
Ja Morant,
Dillon Brooks,
Tyus Jones,
Kyle Anderson,
Kendrick Nunn,
Aaron Gordon,
Markelle Fultz,
Terrence Ross,
Joel Embiid,
Matisse Thybulle,
Buddy Hield,
Harrison Barnes,
Marvin Bagley III,
De'Aaron Fox,
Cory Joseph,
Deandre Ayton,
Devin Booker,
Gary Harris,
Mason Plumlee,
Torrey Craig,
Monte Morris,
Malik Beasley,
Kevin Knox,
Taj Gibson,
Trey Lyles,
Jakob Poeltl,
Shai Gilgeous-Alexander,
Chris Paul,
Dennis Schröder,
Rudy Gobert,
Mike Conley,
Alex Len,
Kevin Huerter,
Ivica Zubac,
D'Angelo Russell,
P.J. Tucker,
James Harden,
Russell Westbrook,
Danuel House Jr.,
Eric Gordon,
Bismack Biyombo,
Georges Niang,
Shaquille Harrison,
Shake Milton,
Wenyen Gabriel,
Terance Mann,
Goga Bitadze,
Chris Boucher,
Nassir Little,
De'Anthony Melton,
Daniel Gafford,
Drew Eubanks,
Luguentz Dort,
Oshae Brissett,
Vlatko Čančar,
Jalen McDaniels,
Amir Coffey,
Cameron Payne,
James Wiseman,
Kevin Durant,
Desmond Bane,
Killian Hayes,
Anthony Edwards,
Cole Anthony,
Deni Avdija,
Tyrese Maxey,
Jalen Smith,
Aleksej Pokusevski,
Jarred Vanderbilt,
Jordan Nwora,
Aaron Nesmith,
Xavier Tillman Sr.,
Jaden McDaniels,
Isaiah Joe,
Paul Reed,
Anthony Gill,
Zeke Nnaji,
Skylar Mays,
Anthony Lamb,
Davion Mitchell,
Franz Wagner,
Jalen Suggs,
Scottie Barnes,
Josh Giddey,
Austin Reaves,
Corey Kispert,
Bones Hyland,
Aaron Wiggins,
Santi Aldama,
Kessler Edwards,
Isaiah Jackson,
Trendon Watford,
Lindy Waters III,
Isaiah Livers,
Paolo Banchero,
Caleb Houstan,
Jaden Ivey,
Jalen Duren,
Bennedict Mathurin,
David Roddy,
Eugene Omoruyi,
Shaedon Sharpe,
Christian Braun,
Andrew Nembhard,
Keegan Murray,
Jalen Williams,
Jordan Goodwin,
Jabari Walker,
Jaylin Williams,
Jared Rhoden,
Johnny Davis,
John Butler,
Peyton Watson,
