game_id,team,elo
201910300TOR,TOR,1559.9213498371867
201910300TOR,DET,1461.3507146132358
201910300UTA,UTA,1539.6316117540216
201910300UTA,LAC,1525.9527594465692
201910300WAS,WAS,1493.630925665091
201910300WAS,HOU,1508.0091219857793
201910310ATL,ATL,1487.9339485060218
201910310ATL,MIA,1566.778316466988
201910310LAC,LAC,1538.8107764397553
201910310LAC,SAS,1517.442479910372
201910310NOP,NOP,1451.1944324422652
201910310NOP,DEN,1508.1997041728125
201911010BOS,BOS,1548.7926433166422
201911010BOS,NYK,1442.2747920123736
201911010BRK,BRK,1482.3735903489576
201911010BRK,HOU,1493.5499021783228
201911010CHI,CHI,1465.1985141955518
201911010CHI,DET,1449.283550988525
201911010DAL,DAL,1516.2338402659132
201911010DAL,LAL,1560.838076242529
201911010GSW,GSW,1421.683593378344
201911010GSW,SAS,1546.325180114089
201911010IND,IND,1499.4819257973193
201911010IND,CLE,1479.0926348203786
201911010ORL,ORL,1467.397784000643
201911010ORL,MIL,1544.5840077750502
201911010SAC,SAC,1402.4265874535192
201911010SAC,UTA,1530.444956222652
201911020DET,DET,1459.712494704536
201911020DET,BRK,1471.9446466329464
201911020GSW,GSW,1399.471644105444
201911020GSW,CHO,1481.670550750515
201911020MEM,MEM,1426.544840185519
201911020MEM,PHO,1569.6649653430852
201911020MIL,MIL,1560.9737808115794
201911020MIL,TOR,1543.5315768006574
201911020OKC,OKC,1476.349700239648
201911020OKC,NOP,1436.8170029716619
201911020ORL,ORL,1452.63411409878
201911020ORL,DEN,1522.9633740746756
201911020POR,POR,1501.0517809966693
201911020POR,PHI,1586.584411460884
201911020WAS,WAS,1461.8152496116247
201911020WAS,MIN,1570.0877731797182
201911030CLE,CLE,1447.2116607609898
201911030CLE,DAL,1548.114814325302
201911030IND,IND,1514.423374391564
201911030IND,CHI,1450.257065601307
201911030LAC,LAC,1555.1722552649505
201911030LAC,UTA,1514.0834773974568
201911030MIA,MIA,1583.4096937323443
201911030MIA,HOU,1476.9185249129664
201911030NYK,NYK,1403.875959549868
201911030NYK,SAC,1440.8254199160249
201911030SAS,SAS,1524.5425049408145
201911030SAS,LAL,1582.6207514158036
201911040BRK,BRK,1485.255309815055
201911040BRK,NOP,1423.5063397895533
201911040GSW,GSW,1418.463794137075
201911040GSW,POR,1482.0596309650384
201911040MEM,MEM,1406.4317724070363
201911040MEM,HOU,1497.031592691449
201911040MIN,MIN,1530.589675059657
201911040MIN,MIL,1600.4718789316405
201911040PHO,PHO,1580.3526423354112
201911040PHO,PHI,1575.896734468558
201911040WAS,WAS,1480.006877678048
201911040WAS,DET,1441.5208666381127
201911050ATL,ATL,1503.2320476766865
201911050ATL,SAS,1509.2444057701498
201911050CHI,CHI,1434.2088964996256
201911050CHI,LAL,1598.668920517485
201911050CHO,CHO,1490.0136456352795
201911050CHO,IND,1506.0802795067996
201911050CLE,CLE,1432.9312285564401
201911050CLE,BOS,1563.0730755211919
201911050DEN,DEN,1546.6725603563436
201911050DEN,MIA,1559.7005074506762
201911050OKC,OKC,1488.0162069385663
201911050OKC,ORL,1440.9676073998617
201911060ATL,ATL,1463.5011998653965
201911060ATL,CHI,1473.9397443109156
201911060DAL,DAL,1551.108344708983
201911060DAL,ORL,1437.9740770161807
201911060DET,DET,1458.6130924593313
201911060DET,NYK,1386.7837337286494
201911060HOU,HOU,1510.3217708657025
201911060HOU,GSW,1405.1736159628215
201911060IND,IND,1522.0635052464986
201911060IND,WAS,1464.023651938349
201911060LAC,LAC,1537.219539820899
201911060LAC,MIL,1618.424594375692
201911060MEM,MEM,1433.0581926895975
201911060MEM,MIN,1503.963254777096
201911060TOR,TOR,1547.895761411749
201911060TOR,SAC,1436.4612353049333
201911060UTA,UTA,1524.8343887423973
201911060UTA,PHI,1565.1458231236174
201911070CHO,CHO,1459.8285151979767
201911070CHO,BOS,1593.2582059584947
201911070LAC,LAC,1546.519209681822
201911070LAC,POR,1472.7599611041153
201911070PHO,PHO,1547.5181097904785
201911070PHO,MIA,1592.535039995609
201911070SAS,SAS,1523.5223642889468
201911070SAS,OKC,1473.7382484197692
201911080ATL,ATL,1433.555569925199
201911080ATL,SAC,1466.4068652451308
201911080DAL,DAL,1526.0626570859858
201911080DAL,NYK,1411.8294213516465
201911080DEN,DEN,1555.2824162668276
201911080DEN,PHI,1556.5359672131335
201911080IND,IND,1531.7077876698625
201911080IND,DET,1448.9688100359674
201911080LAL,LAL,1615.9821317654676
201911080LAL,MIA,1575.2218287476264
201911080MIN,MIN,1512.6300929219028
201911080MIN,GSW,1396.5067778180146
201911080NOP,NOP,1399.4024334505355
201911080NOP,TOR,1571.9996677507668
201911080ORL,ORL,1460.7910677180037
201911080ORL,MEM,1410.2412019877745
201911080POR,POR,1454.8737460316584
201911080POR,BRK,1503.1415248875119
201911080UTA,UTA,1533.3450346969644
201911080UTA,MIL,1609.913948421125
201911080WAS,WAS,1432.0118500818746
201911080WAS,CLE,1464.9430304129146
201911090CHI,CHI,1440.7714156084687
201911090CHI,HOU,1543.4900995681494
201911090CHO,CHO,1440.257597388894
201911090CHO,NOP,1418.973351259618
201911090MEM,MEM,1385.9350425201565
201911090MEM,DAL,1550.368816553604
201911090OKC,OKC,1482.5103695767125
201911090OKC,GSW,1387.7346566610713
201911090SAS,SAS,1494.8026402573923
201911090SAS,BOS,1621.9779299900492
201911100LAL,LAL,1590.0570627892785
201911100LAL,TOR,1597.9247367269559
201911100MIN,MIN,1504.1165021379586
201911100MIN,DEN,1563.7960070507718
201911100NYK,NYK,1380.8176160613855
201911100NYK,CLE,1495.9548357031756
201911100OKC,OKC,1475.445095559231
201911100OKC,MIL,1616.9792224386065
201911100ORL,ORL,1440.5966407344185
201911100ORL,IND,1551.9022146534476
201911100PHI,PHI,1565.2589220698965
201911100PHI,CHO,1431.534642532131
201911100PHO,PHO,1565.6635430957035
201911100PHO,BRK,1484.996091582287
201911100POR,POR,1469.704391628469
201911100POR,ATL,1418.7249243283884
201911110BOS,BOS,1633.0866826756976
201911110BOS,DAL,1539.2600638679555
201911110DET,DET,1430.0147316822865
201911110DET,MIN,1523.0705804916395
201911110GSW,GSW,1367.4184269292657
201911110GSW,UTA,1553.66126442877
201911110LAC,LAC,1565.8643575252759
201911110LAC,TOR,1578.579588883502
201911110NOP,NOP,1404.742509178071
201911110NOP,HOU,1557.7209416496964
201911110SAS,SAS,1472.477932830527
201911110SAS,MEM,1408.2597499470219
201911120CHI,CHI,1455.5813673895718
201911120CHI,NYK,1366.0076642802824
201911120DEN,DEN,1546.4221001308947
201911120DEN,ATL,1436.0988312482655
201911120IND,IND,1567.7520462781295
201911120IND,OKC,1459.5952639345492
201911120MIA,MIA,1583.0543714506196
201911120MIA,DET,1422.1821889792934
201911120PHI,PHI,1568.6819160179582
201911120PHI,CLE,1492.5318417551139
201911120PHO,PHO,1542.008486714468
201911120PHO,LAL,1613.712119170514
201911120SAC,SAC,1480.9195381242507
201911120SAC,POR,1455.191718749349
201911120UTA,UTA,1562.5868940729308
201911120UTA,BRK,1476.070461938126
201911130BOS,BOS,1638.5265607053095
201911130BOS,WAS,1426.5719720522627
201911130CHO,CHO,1418.7410537584703
201911130CHO,MEM,1421.0533387206826
201911130HOU,HOU,1572.465669515903
201911130HOU,LAC,1551.1196296590692
201911130LAL,LAL,1620.899394789582
201911130LAL,GSW,1360.2311513101977
201911130MIN,MIN,1537.7990606411515
201911130MIN,SAS,1457.7494526810149
201911130ORL,ORL,1467.245963240732
201911130ORL,PHI,1542.0325935116448
201911130POR,POR,1437.2018344816527
201911130POR,TOR,1596.5694731511985
201911140CLE,CLE,1471.3349264752221
201911140CLE,MIA,1604.2512867305113
201911140DEN,DEN,1557.2610296837752
201911140DEN,BRK,1465.2315323852456
201911140MIL,MIL,1624.5959005822087
201911140MIL,CHI,1447.9646892459696
201911140NOP,NOP,1425.1469334340893
201911140NOP,LAC,1530.715205403051
201911140NYK,NYK,1380.738410577875
201911140NYK,DAL,1524.529317570363
201911140PHO,PHO,1553.3708556923195
201911140PHO,ATL,1424.736462270414
201911150CHO,CHO,1429.3653735567361
201911150CHO,DET,1411.5578691810276
201911150GSW,GSW,1352.189222633129
201911150GSW,BOS,1646.5684893823782
201911150HOU,HOU,1587.2747926069158
201911150HOU,IND,1552.9429231871168
201911150LAL,LAL,1624.841019501313
201911150LAL,SAC,1476.9779134125197
201911150MEM,MEM,1428.5795660151605
201911150MEM,UTA,1555.060666778453
201911150MIN,MIN,1494.358566417952
201911150MIN,WAS,1470.0124662754622
201911150OKC,OKC,1476.6056496518809
201911150OKC,PHI,1525.022207794313
201911150ORL,ORL,1475.1675289998238
201911150ORL,SAS,1449.827886921923
201911160CHI,CHI,1430.7478270945007
201911160CHI,BRK,1482.4483945367144
201911160DAL,DAL,1543.03142104725
201911160DAL,TOR,1578.0673696743115
201911160IND,IND,1524.492150694427
201911160IND,MIL,1653.0466730748985
201911160LAC,LAC,1547.457548124284
201911160LAC,ATL,1407.994119549181
201911160MIA,MIA,1612.5527183076595
201911160MIA,NOP,1416.8455018569412
201911160MIN,MIN,1466.4828089123373
201911160MIN,HOU,1615.1505501125305
201911160NYK,NYK,1376.0964426528885
201911160NYK,CHO,1434.0073414817225
201911160SAS,SAS,1429.5299597042642
201911160SAS,POR,1457.4997616993114
201911170CLE,CLE,1441.7096952299055
201911170CLE,PHI,1554.6474390396297
201911170LAL,LAL,1632.5708931783006
201911170LAL,ATL,1400.2642458721934
201911170MEM,MEM,1405.2158076271692
201911170MEM,DEN,1580.6247880717665
201911170NOP,NOP,1427.4651434636407
201911170NOP,GSW,1341.5695810264294
201911170ORL,ORL,1485.0425387426951
201911170ORL,WAS,1460.137456532591
201911170SAC,SAC,1484.3675229143512
201911170SAC,BOS,1639.1788798805467
201911180BRK,BRK,1446.0678642266835
201911180BRK,IND,1560.872681004458
201911180CHI,CHI,1415.2732917168273
201911180CHI,MIL,1668.521208452572
201911180DAL,DAL,1550.3054517712335
201911180DAL,SAS,1422.2559289802807
201911180HOU,HOU,1625.9814179613659
201911180HOU,POR,1446.668893850476
201911180LAC,LAC,1553.1117888769693
201911180LAC,OKC,1470.9514088991955
201911180NYK,NYK,1400.6131471898473
201911180NYK,CLE,1417.1929906929468
201911180PHO,PHO,1528.0330978782704
201911180PHO,BOS,1664.5166376945958
201911180TOR,TOR,1591.1739516694806
201911180TOR,CHO,1420.9007594865534
201911180UTA,UTA,1525.4575523927047
201911180UTA,MIN,1496.0859232980856
201911190LAL,LAL,1638.5633593676425
201911190LAL,OKC,1464.9589427098535
201911190MEM,MEM,1366.2464676883342
201911190MEM,GSW,1380.5389209652644
201911190NOP,NOP,1444.7641951590954
201911190NOP,POR,1429.3698421550214
201911190SAC,SAC,1493.6629650088128
201911190SAC,PHO,1518.7376557838088
201911200ATL,ATL,1390.2379279587249
201911200ATL,MIL,1678.5475263660405
201911200BRK,BRK,1460.2374974325671
201911200BRK,CHO,1406.7311262806697
201911200CHI,CHI,1434.7016506035557
201911200CHI,DET,1392.1295102942993
201911200DAL,DAL,1562.715654969488
201911200DAL,GSW,1368.12871776701
201911200DEN,DEN,1599.1732032641007
201911200DEN,HOU,1607.4330027690316
201911200LAC,LAC,1562.9665261952648
201911200LAC,BOS,1654.6619003763003
201911200MIA,MIA,1621.496598937775
201911200MIA,CLE,1408.2491100628313
201911200MIN,MIN,1473.0094042676071
201911200MIN,UTA,1548.5340714231831
201911200PHI,PHI,1560.7812828503636
201911200PHI,NYK,1394.4793033791134
201911200TOR,TOR,1602.8050024985043
201911200TOR,ORL,1473.4114879136714
201911200WAS,WAS,1469.0763434518642
201911200WAS,SAS,1413.3170420610074
201911210MIL,MIL,1683.317129598311
201911210MIL,POR,1424.6002389227508
201911210PHO,PHO,1502.93915602621
201911210PHO,NOP,1460.5626949166942
201911220BRK,BRK,1482.2951877343662
201911220BRK,SAC,1471.6052747070137
201911220CHI,CHI,1421.1756320863008
201911220CHI,MIA,1635.0226174550298
201911220DAL,DAL,1575.6564568118904
201911220DAL,CLE,1395.308308220429
201911220DEN,DEN,1611.7771052445273
201911220DEN,BOS,1642.0579983958737
201911220DET,DET,1413.1850076167507
201911220DET,ATL,1369.1824306362735
201911220LAC,LAC,1571.9238329397704
201911220LAC,HOU,1598.475696024526
201911220OKC,OKC,1454.9157451628892
201911220OKC,LAL,1648.606556914607
201911220PHI,PHI,1569.6777045451981
201911220PHI,SAS,1404.420620366173
201911220UTA,UTA,1552.675733101011
201911220UTA,GSW,1363.987056089182
201911220WAS,WAS,1479.2494194680844
201911220WAS,CHO,1396.5580502644495
201911230ATL,ATL,1361.2447727786905
201911230ATL,TOR,1610.7426603560873
201911230CHO,CHO,1386.9424534634759
201911230CHO,CHI,1430.7912288872744
201911230CLE,CLE,1409.1494555507143
201911230CLE,POR,1410.7590915924654
201911230IND,IND,1568.3668611977953
201911230IND,ORL,1465.917307720334
201911230MEM,MEM,1363.422186624094
201911230MEM,LAL,1651.4308379788472
201911230MIL,MIL,1688.4038387243477
201911230MIL,DET,1408.0982984907141
201911230MIN,MIN,1459.6204428949636
201911230MIN,PHO,1516.3281173988535
201911230NYK,NYK,1373.3076600818401
201911230NYK,SAS,1425.5922636634461
201911230PHI,PHI,1596.7541448476766
201911230PHI,MIA,1607.9461771525514
201911230UTA,UTA,1561.704955920966
201911230UTA,NOP,1451.5334720967392
201911240DEN,DEN,1623.4233745137774
201911240DEN,PHO,1504.6818481296034
201911240HOU,HOU,1567.2294071019983
201911240HOU,DAL,1606.9027457344182
201911240LAC,LAC,1584.8914201943103
201911240LAC,NOP,1438.5658848421992
201911240NYK,NYK,1364.5938554161548
201911240NYK,BRK,1491.0089924000515
201911240WAS,WAS,1457.3717473094582
201911240WAS,SAC,1493.4829468656399
201911250ATL,ATL,1337.9330211351441
201911250ATL,MIN,1482.93219453851
201911250BOS,BOS,1645.3692915655529
201911250BOS,SAC,1490.1716536959607
201911250CHI,CHI,1392.1572373850786
201911250CHI,POR,1449.3930830946613
201911250CLE,CLE,1399.1161368517264
201911250CLE,BRK,1501.0423110990394
201911250DET,DET,1429.5307147498481
201911250DET,ORL,1444.4848914612
201911250GSW,GSW,1352.9248041030683
201911250GSW,OKC,1465.977997149003
201911250IND,IND,1575.0021764419105
201911250IND,MEM,1356.7868713799787
201911250MIA,MIA,1614.8918895563372
201911250MIA,CHO,1379.99674105969
201911250MIL,MIL,1695.7252064238342
201911250MIL,UTA,1554.3835882214796
201911250SAS,SAS,1411.775540813956
201911250SAS,LAL,1665.2475608283373
201911250TOR,TOR,1620.4389504079077
201911250TOR,PHI,1587.0578547958562
201911260DAL,DAL,1572.837691413496
201911260DAL,LAC,1618.9564745152325
201911260DEN,DEN,1631.7913530586522
201911260DEN,WAS,1449.0037687645834
201911270BOS,BOS,1654.4341987050364
201911270BOS,BRK,1491.9774039595559
201911270CHO,CHO,1385.7234013525497
201911270CHO,DET,1423.8040544569885
201911270CLE,CLE,1373.3199181876016
201911270CLE,ORL,1470.2811101253249
201911270GSW,GSW,1372.732394361547
201911270GSW,CHI,1372.3496471265998
201911270HOU,HOU,1584.629348683329
201911270HOU,MIA,1597.4919479750065
201911270IND,IND,1592.9297830664664
201911270IND,UTA,1536.4559815969237
201911270MEM,MEM,1351.7317311870265
201911270MEM,LAC,1624.0116147081847
201911270MIL,MIL,1698.3721311872282
201911270MIL,ATL,1335.28609637175
201911270NOP,NOP,1430.6786692342043
201911270NOP,LAL,1673.1347764363322
201911270PHI,PHI,1594.7142693664446
201911270PHI,SAC,1482.5152391253723
201911270PHO,PHO,1480.5318032110274
201911270PHO,WAS,1473.1538136831593
201911270POR,POR,1469.1736918062609
201911270POR,OKC,1446.1973884374033
201911270SAS,SAS,1387.8588682083407
201911270SAS,MIN,1506.8488671441253
201911270TOR,TOR,1627.42775790466
201911270TOR,NYK,1357.6050479194025
201911290BRK,BRK,1509.1636734957463
201911290BRK,BOS,1637.247929168846
201911290CLE,CLE,1364.4484725265472
201911290CLE,MIL,1707.2435768482826
201911290DET,DET,1409.3840579032922
201911290DET,CHO,1400.143397906246
201911290IND,IND,1594.4092660610154
201911290IND,ATL,1333.806613377201
201911290LAL,LAL,1681.4957042441147
201911290LAL,WAS,1464.792885875377
201911290MEM,MEM,1336.591851422231
201911290MEM,UTA,1551.5958613617192
201911290MIA,MIA,1604.4352391311938
201911290MIA,GSW,1365.7891032053597
201911290NYK,NYK,1347.264997963467
201911290NYK,PHI,1605.05431932238
201911290OKC,OKC,1456.4914781943862
201911290OKC,NOP,1420.3845794772215
201911290ORL,ORL,1454.986681287562
201911290ORL,TOR,1642.7221867424228
201911290PHO,PHO,1462.4281945078894
201911290PHO,DAL,1590.941300116634
201911290POR,POR,1475.2038135680928
201911290POR,CHI,1366.319525364768
201911290SAS,SAS,1416.698253434393
201911290SAS,LAC,1595.1722294821323
201911300HOU,HOU,1592.9756597350956
201911300HOU,ATL,1325.4603023254344
201911300MIL,MIL,1713.1709307024762
201911300MIL,CHO,1394.2160440520524
201911300PHI,PHI,1614.0966119675802
201911300PHI,IND,1585.3669734158152
201911300SAC,SAC,1496.8865516375156
201911300SAC,DEN,1617.420040546509
201912010BRK,BRK,1495.5362487170678
201912010BRK,MIA,1618.0626639098723
201912010DET,DET,1433.2503533064228
201912010DET,SAS,1392.8319580312625
201912010LAC,LAC,1607.4094856306408
201912010LAC,WAS,1452.5556297268683
201912010LAL,LAL,1644.568139530481
201912010LAL,DAL,1627.8688648302677
201912010MIN,MIN,1474.6672148357611
201912010MIN,MEM,1368.7735037305952
201912010NOP,NOP,1405.9208290569154
201912010NOP,OKC,1470.9552286146923
201912010NYK,NYK,1336.7147115731907
201912010NYK,BOS,1647.7982155591224
201912010ORL,ORL,1461.3233017441098
201912010ORL,GSW,1359.452482748812
201912010TOR,TOR,1656.0394377200903
201912010TOR,UTA,1538.2786103840517
201912020ATL,ATL,1349.1365463841532
201912020ATL,GSW,1335.7762386900931
201912020CHO,CHO,1378.2190767574014
201912020CHO,PHO,1478.4251618025405
201912020MEM,MEM,1353.1417717516242
201912020MEM,IND,1600.9987053947862
201912020MIL,MIL,1717.3554460771734
201912020MIL,NYK,1332.5301961984935
201912020PHI,PHI,1625.2578378533897
201912020PHI,UTA,1527.1173844982422
201912020SAC,SAC,1471.867143858269
201912020SAC,CHI,1391.3389331440146
201912030CLE,CLE,1329.6467052893936
201912030CLE,DET,1468.0521205435764
201912030DEN,DEN,1592.1365693384887
201912030DEN,LAL,1669.8516107385012
201912030LAC,LAC,1618.7102063449336
201912030LAC,POR,1463.9030928538
201912030NOP,NOP,1387.6189691244304
201912030NOP,DAL,1646.1707247627528
201912030SAS,SAS,1400.0001152158786
201912030SAS,HOU,1585.8075025504795
201912030TOR,TOR,1626.0541622978226
201912030TOR,MIA,1648.04793933214
201912030WAS,WAS,1429.4987677642114
201912030WAS,ORL,1484.3801637067668
201912040ATL,ATL,1328.501737557278
201912040ATL,BRK,1516.171057543943
201912040BOS,BOS,1667.3897334057574
201912040BOS,MIA,1628.456421485505
201912040CHI,CHI,1401.8686576092687
201912040CHI,MEM,1342.6120472863702
201912040CHO,CHO,1393.5273768370585
201912040CHO,GSW,1320.467938610436
201912040DAL,DAL,1652.4320491135582
201912040DAL,MIN,1468.4058904849558
201912040DET,DET,1450.8383654411637
201912040DET,MIL,1734.5692011795861
201912040OKC,OKC,1453.9003605653136
201912040OKC,IND,1618.0535734441648
201912040ORL,ORL,1501.4899393407986
201912040ORL,PHO,1461.3153861685087
201912040POR,POR,1479.2533117393127
201912040POR,SAC,1456.5169249727562
201912040UTA,UTA,1501.062103612027
201912040UTA,LAL,1695.9068916247165
201912050NOP,NOP,1365.8069739195791
201912050NOP,PHO,1483.1273813733599
201912050NYK,NYK,1313.582762053068
201912050NYK,DEN,1611.084003483914
201912050TOR,TOR,1596.4018546270474
201912050TOR,HOU,1615.4598102212547
201912050WAS,WAS,1452.4918575054878
201912050WAS,PHI,1602.2647481121132
201912060BOS,BOS,1680.096247885413
201912060BOS,DEN,1598.3774890042585
201912060CHI,CHI,1393.6910272654352
201912060CHI,GSW,1328.6455689542695
201912060CHO,CHO,1375.4643346209382
201912060CHO,BRK,1534.2340997600634
201912060CLE,CLE,1316.4503652855221
201912060CLE,ORL,1514.68627934467
201912060DET,DET,1473.793649923013
201912060DET,IND,1595.0982889623156
201912060MIA,MIA,1635.3321007149482
201912060MIA,WAS,1445.6161782760446
201912060MIL,MIL,1748.2335550443547
201912060MIL,LAC,1605.045852480165
201912060OKC,OKC,1471.0721611115794
201912060OKC,MIN,1451.23408993869
201912060POR,POR,1460.1267521927487
201912060POR,LAL,1715.0334511712806
201912060SAS,SAS,1403.3050951227756
201912060SAS,SAC,1453.2119450658593
201912070DAL,DAL,1659.3019645169504
201912070DAL,NOP,1358.9370585161869
201912070HOU,HOU,1622.120035233762
201912070HOU,PHO,1476.4671563608524
201912070NYK,NYK,1310.6043005590586
201912070NYK,IND,1598.076750456325
201912070PHI,PHI,1609.2253740775598
201912070PHI,CLE,1309.4897393200756
201912070UTA,UTA,1509.9565370585142
201912070UTA,MEM,1333.7176138398827
201912080BRK,BRK,1545.894379530931
201912080BRK,DEN,1586.7172092333908
201912080CHO,CHO,1341.501589740207
201912080CHO,ATL,1362.464482438009
201912080DAL,DAL,1637.8093698660311
201912080DAL,SAC,1474.7045397167785
201912080LAL,LAL,1720.825332499371
201912080LAL,MIN,1445.4422086105997
201912080MIA,MIA,1639.2150253917184
201912080MIA,CHI,1389.808102588665
201912080PHI,PHI,1619.2542874113863
201912080PHI,TOR,1586.372941293221
201912080POR,POR,1432.4548685587276
201912080POR,OKC,1498.7440447456004
201912080WAS,WAS,1424.5111833358362
201912080WAS,LAC,1626.1508474203733
201912090BOS,BOS,1683.4900762391585
201912090BOS,CLE,1306.0959109663302
201912090CHI,CHI,1383.6112042893135
201912090CHI,TOR,1592.5698395925724
201912090GSW,GSW,1307.9403125429747
201912090GSW,MEM,1354.4228702511775
201912090HOU,HOU,1613.8338695710027
201912090HOU,SAC,1482.990705379538
201912090IND,IND,1572.1189818982093
201912090IND,LAC,1652.108615978489
201912090MIL,MIL,1753.3560231340164
201912090MIL,ORL,1509.5638112550084
201912090NOP,NOP,1351.5071927063905
201912090NOP,DET,1481.2235157328093
201912090PHO,PHO,1492.7125138025237
201912090PHO,MIN,1429.1968511689283
201912090UTA,UTA,1479.1528158747167
201912090UTA,OKC,1529.5477659293979
201912100CHO,CHO,1358.0288395717369
201912100CHO,WAS,1407.9839335043064
201912100MIA,MIA,1644.253435373357
201912100MIA,ATL,1357.4260724563705
201912100PHI,PHI,1629.8010629158168
201912100PHI,DEN,1576.1704337289602
201912100POR,POR,1445.6916398437413
201912100POR,NYK,1297.367529274045
201912110BRK,BRK,1520.7683302951214
201912110BRK,CHO,1383.1548888075465
201912110CHI,CHI,1404.6579312495535
201912110CHI,ATL,1336.3793454961306
201912110CLE,CLE,1298.1228491053216
